
지점,시작일,종료일,지점명,지점주소,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
5701,1995-01-01,,정읍,,,35.5887,126.8795,,,,,
5702,1995-01-01,,남원,,,35.426,127.438,,,,,
5703,1997-01-01,,운봉,,,35.4385,127.5285,,,,,
5704,2002-01-01,,김제,,,35.7468,126.8507,,,,,
5705,1999-01-01,,진안,,,35.7742,127.4228,,,,,
5706,2001-01-01,,무주,,,35.8648,127.6503,,,,,
5707,2000-01-01,,계화(호시),,,35.7742,126.6969,,,,,
5709,2011-11-01,,순창군(구림면),전북특별자치도 순창군 구림면,,35.4382,127.0412,269,,,,
5710,2015-09-15,,완주군(이서면),전북특별자치도 완주군 이서면,,35.8288,127.0456,32,,,,
5710,2011-11-01,2012-12-31,[맥류부]계화,전북특별자치도 부안군 계화면,,,,,,,,
5711,2015-09-15,,임실군(신평면),전북특별자치도 임실군 신평면,,35.6563,127.2659,225,,,,
5711,2011-11-01,2012-12-31,[맥류부]운봉,전북특별자치도 남원시 운봉읍,,,,,,,,
5712,2015-09-15,,익산시(함열읍),전북특별자치도 익산시 함열읍,,36.0413,126.959,16,,,,
5712,2011-11-01,2012-12-31,임실군,전북특별자치도 임실군 신평면,,,,,,,,
5713,2015-09-15,,부안군(계화면),전북특별자치도 부안군 계화면,,35.7728,126.6696,7,,,,
5714,2015-09-15,,남원시(운봉읍),전북특별자치도 남원시 운봉읍,,35.4385,127.5284,471,,,,
5715,2019-04-03,,장수군(개정리),전북특별자치도 장수군 장수읍,,35.6222,127.5191,535.5,,,,
5716,2019-10-22,,군산시(개정면),,,35.9613,126.7798,6,,,,
5801,2011-11-01,,무주,전북특별자치도 무주군 무주읍,,35.8839,127.6615,500,,,,
5802,2011-11-01,,주천,전북특별자치도 진안군 주천면,,35.9706,127.424,309,,,,
5806,2011-11-01,,안천,전북특별자치도 진안군 안천면,,35.8694,127.5434,311,,,,
5807,2011-11-01,,성수,전북특별자치도 진안군 성수면,,35.7135,127.3337,420,,,,
5808,2011-11-01,,상전,전북특별자치도 진안군 상전면,,35.8054,127.4847,296,,,,
5809,2011-11-01,,부귀,전북특별자치도 진안군 부귀면,,35.8623,127.3993,360,,,,
5810,2011-11-01,,천천,전북특별자치도 장수군 천천면,,35.6849,127.5113,406,,,,
5811,2011-11-01,,장계,전북특별자치도 장수군 장계면,,35.718,127.5988,421,,,,
5812,2011-11-01,,계북,전북특별자치도 장수군 계북면,,35.8105,127.6273,467,,,,
5813,2011-11-01,,신평,전북특별자치도 임실군 신평면,,35.643,127.1887,320,,,,
5814,2011-11-01,,섬진강댐,전북특별자치도 임실군 강진면,,35.5413,127.1121,220,,,,
5815,2011-11-01,,쌍치,전북특별자치도 순창군 쌍치면,,35.4887,126.9719,350,,,,
5817,2011-11-01,,부안댐,전북특별자치도 부안군 변산면,,35.6786,126.5717,10.45,,,,
5819,2011-11-01,,설천,전북특별자치도 무주군 설천면,,36.0158,127.7163,237,,,,
5822,2011-11-01,,무풍,전북특별자치도 무주군 무풍면,,35.9495,127.8452,400,,,,
5823,2011-11-01,,운봉,전북특별자치도 남원시 운봉읍,,35.4481,127.5636,520,,,,
5824,2011-11-01,,아영,경상남도 함양군 백전면,,35.5258,127.6156,464,,,,
5825,2011-11-01,,산내(남강),전북특별자치도 남원시 산내면,,35.3469,127.5461,627,,,,
5826,2015-02-23,,청림,전북특별자치도 부안군 상서면,,35.6577,126.6153,51.02,,,,
5870,2011-11-01,,운암면,전북특별자치도 임실군 운암면,,35.6606,127.1606,244,,,,
5872,2018-08-24,,새만금,전북특별자치도 부안군 변산면,,35.435,126.3147,,,,,
5873,2018-09-06,,완주군 반교리,전북특별자치도 완주군 이서면,,35.8303,127.0323,67,,,,
5874,2020-09-01,,군산항,,,35.9747,126.5868,,,,,
5890,2020-11-16,,무주 청량산,,,35.9929,127.7262,654,,,,
5891,2020-11-16,,진안 고산,,,35.8436,127.518,597,,,,
5892,2021-11-15,,무주 강선대,,,36.0173,127.6347,325,,,,
5893,2006-03-23,2006-03-23,칠성교,,,,,,,,,
5894,2021-11-15,,장수 백운산,,,35.6474,127.5855,667,,,,
5895,2021-11-15,,무주 삿갓봉,,,35.7999,127.6518,605,,,,
5896,2006-03-23,2006-03-23,태장교,,,,,,,,,
5899,2019-04-03,,순창 추령봉,전북특별자치도 순창군 복흥면,,35.4887,126.9392,418,,,,
5900,2019-04-03,,완주 시루봉,전북특별자치도 완주군 경천면,,36.0749,127.2777,242,,,,
5901,2018-06-29,,실내봉,전북특별자치도 완주군 동상면 수만리,,35.9322,127.255,430,,,,
5902,2018-06-29,,완주 운장산,전북특별자치도 완주군 동상면 신월리,,35.9293,127.3489,564,,,,
5903,2018-06-29,,완주 국사봉,전북특별자치도 완주군 상관면 신리,,35.7692,127.2225,275,,,,
5904,2018-06-29,,완주 남당산,전북특별자치도 완주군 운주면 구제리,,36.091,127.2295,358,,,,
5905,2018-06-29,,임실 지초봉,전북특별자치도 임실군 삼계면 죽계리,,35.518,127.2277,464,,,,
5906,2018-06-29,,장수 할미봉,전북특별자치도 장수군 장계면 명덕리,,35.736,127.6559,785,,,,
5907,2018-06-29,,진안 성수산,전북특별자치도 진안군 백운면 신암리,,35.6196,127.446,785,,,,
5908,2018-06-29,,무주 민주지산,전북특별자치도 무주군 설천면 대불리,,36.0126,127.8477,787,,,,
5909,2016-03-07,,조항산,전북특별자치도 무주군 적상면 방이리,,35.9607,127.5922,667,,,,
5910,2016-03-07,,덕유산,전북특별자치도 무주군 무풍면 삼거리,,35.8964,127.8271,921,,,,
5911,2016-03-07,,장안산,전북특별자치도 장수군 장계면 대곡리,,35.6562,127.6132,788,,,,
5912,2016-03-07,,남원 봉화산,전북특별자치도 남원시 아영면 일대리,,35.5518,127.5832,921,,,,
5913,2016-03-07,,덕태산,전북특별자치도 진안군 백운면 백암리,,35.6855,127.4554,908,,,,
5914,2016-03-07,,내동산,전북특별자치도 진안군 성수면 외궁리,,35.6974,127.3462,584,,,,
5915,2016-03-07,,상두산,전북특별자치도 정읍시 산외면 상두리,,35.6639,127.0573,370,,,,
5916,2016-03-07,,회문산,전북특별자치도 정읍시 산내면 종성리,,35.5164,127.0894,612,,,,
5917,2016-03-07,,여분산,전북특별자치도 순창군 쌍치면 운암리,,35.4976,127.0441,453,,,,
5918,2016-03-07,,추월산,전북특별자치도 순창군 복흥면 주평리,,35.4099,126.9665,645,,,,
5919,2016-03-07,,방장산(솔재),전북특별자치도 고창군 고창읍 월산리,,35.4018,126.725,464,,,,
5920,2010-11-15,,달궁,전북특별자치도 남원시 산내면,,35.3452,127.5511,618,,,,
5921,2010-11-15,,덕동,전북특별자치도 남원시 산내면,,35.3641,127.5736,510,,,,
5922,2010-11-15,,뱀사골,전북특별자치도 남원시 산내면,,35.3077,127.5861,1262,,,,
5923,2010-11-15,,와운,전북특별자치도 남원시 산내면,,35.3586,127.5875,593,,,,
5924,2010-11-15,,백련사,전북특별자치도 무주군 설천면,,35.8604,127.7653,923,,,,
5925,2010-11-15,,안성1,전북특별자치도 무주군 안성면,,35.8314,127.7369,1171,,,,
5926,2010-11-15,,안성2,전북특별자치도 무주군 안성면,,35.830,127.7339,1085,,,,
5927,2010-11-15,,내변산,전북특별자치도 부안군 변산면,,35.6327,126.5739,32,,,,
5928,2010-11-15,,월음령,전북특별자치도 무주군 설천면,,35.8711,127.7857,782,,,,
5929,2010-11-15,,삿갓재,경상남도 거창군 북상면 월성리,,35.7914,127.7057,1228,,,,
5930,2011-02-15,,정령치,전북특별자치도 남원시 산내면,,35.3644,127.522,1177,,,,
5931,2011-02-15,,적상산,전북특별자치도 무주군 적상면,,35.9563,127.6984,854,,,,
5932,2012-09-20,,내소사,전북특별자치도 부안군 진서면,,35.6088,126.5876,22,,,,
5933,2014-07-03,,추령,전북특별자치도 순창군 복흥면,,35.4773,126.9268,312,,,,
5935,2016-03-10,,까치봉능선,전북특별자치도 정읍시,,35.4873,126.8877,416,,,,
5936,2016-03-10,,해안도로,전북특별자치도 부안군 변산면,,35.6489,126.4673,32,,,,
5937,2019-12-11,,바래봉,,,35.4235,127.568,1020,,,,
6000,2019-04-03,,순천 수이봉,전라남도 순천시 서면,,35.0513,127.482,370,,,,
6001,2019-04-03,,고흥 두방산,전라남도 고흥군 동강면,,34.8063,127.3025,330,,,,
6002,2019-04-03,,화순 고비산,전라남도 화순군 이양면,,34.8429,126.9863,300,,,,
6003,2019-04-03,,곡성 곤방산,전라남도 곡성군 오곡면,,35.2228,127.3162,542,,,,
6004,2019-04-03,,영광 구수산,전라남도 영광군 백수읍,,35.3279,126.4065,264,,,,
6005,2019-11-07,,진도 대곡산,,,34.4623,126.2665,205,,,,
6005,2002-04-15,,MYKINES,,,62.100,-7.6833,96,,,,
6006,2019-11-07,,진도 여귀산,,,34.4012,126.2468,230,,,,
6007,2019-11-07,,화순 매봉산,,,34.9947,127.1477,322,,,,
6008,2020-11-16,,영광 운무산,,,35.1983,126.5195,183,,,,
6009,2002-04-15,,AKRABERG,,,61.400,-6.6667,99,,,,
6009,2020-11-16,,장흥 용두산,,,34.7621,126.9442,405,,,,
6010,2020-11-16,,장흥 생금산,,,34.7807,126.8017,404,,,,
6011,2020-11-16,,순천 망일봉,,,34.9613,127.2215,286,,,,
6011,2002-04-15,,TORSHAVN,,,62.0167,-6.7667,54,,,,
6012,2002-04-15,,FUGLOY,,,62.3167,-6.3167,54,,,,
6012,2020-11-16,,순천 까망몰랑이산,,,34.9191,127.2424,465,,,,
6013,2020-11-16,,보성 큰봉,,,34.8653,127.2575,539,,,,
6014,2020-11-16,,화순 두봉산,,,34.9126,127.0793,438,,,,
6016,2021-11-15,,강진 부용산,,,34.6023,126.8512,353,,,,
6017,2021-11-15,,고흥 적대봉,,,34.4416,127.1653,116,,,,
6018,2021-11-15,,고흥 벼락산,,,34.5583,127.286,312,,,,
6019,2021-11-15,,장흥 양암봉,,,34.5444,126.892,256,,,,
6019,2007-01-01,,SILSTRUP,,,55.9333,8.650,41,,,,
6020,2021-11-15,,진도 지력산,,,34.4515,126.1443,197,,,,
6021,2021-11-15,,해남 윤도산,,,34.324,126.5911,261,,,,
6021,2002-04-15,,HANSTHOLM,,,57.1167,8.600,3,,,,
6022,2002-04-15,,TYRA OEST,,,55.7167,4.800,67,,,,
6022,2002-04-15,,TYRA OEST,,,55.7167,4.800,67,,,,
6029,2002-04-15,,GROENLANDSHAVNEN,,,57.050,10.050,2,,,,
6030,2002-04-15,,AALBORG,,,57.100,9.850,3,,,,
6031,2007-01-01,,TYLSTRUP,,,57.1833,9.950,13,,,,
6032,2007-01-01,,STENHOJ,,,57.3833,10.3333,55,,,,
6033,2002-04-15,,HIRTSHALS,,,57.600,9.9667,3,,,,
6041,2002-04-15,,SKAGEN,,,57.7333,10.6333,3,,,,
6044,2007-01-01,,HALS,,,56.9833,10.3167,16,,,,
6049,2002-04-15,,HALD V,,,56.5667,10.100,88,,,,
6051,2007-01-01,,VESTERVIG,,,56.7667,8.3167,18,,,,
6052,2002-04-15,,THYBOROEN,,,56.700,8.2167,2,,,,
6055,2002-04-15,,TORSMINDE,,,56.3667,8.1167,5,,,,
6056,2007-01-01,,MEJRUP,,,56.3833,8.6667,53,,,,
6058,2002-04-15,,HVIDE SANDE,,,56.000,8.1333,4,,,,
6060,2002-04-15,,KARUP,,,56.300,9.1167,52,,,,
6065,2007-01-01,,AARS SYD,,,56.750,9.500,32,,,,
6068,2007-01-01,,ISENVAD,,,56.100,9.1833,60,,,,
6069,2002-04-15,,FOULUM,,,56.500,9.5667,53,,,,
6070,2002-04-15,,TIRSTRUP,,,56.3167,10.6333,25,,,,
6072,2007-01-01,,OEDUM,,,56.300,10.1333,61,,,,
6073,2007-01-01,,SLETTERHAGE FYR,,,56.100,10.5167,3,,,,
6074,2007-01-01,,AARHUS SYD,,,56.0833,10.1333,54,,,,
6075,2002-04-15,,AARHUS,,,56.1667,10.2167,2,,,,
6079,2002-04-15,,ANHOLT,,,56.7167,11.5167,2,,,,
6080,2002-04-15,,ESBJERG,,,55.5333,8.5667,30,,,,
6081,2002-04-15,,BLAAVANDSHUK,,,55.550,8.0833,22,,,,
6082,2007-01-01,,BORRIS,,,55.9667,8.6333,25,,,,
6093,2007-01-01,,VESTER VEDSTED,,,55.300,8.6667,3,,,,
6096,2002-04-15,,ROEMOE/JUVRE,,,55.1833,8.5667,7,,,,
6100,2011-11-01,,도덕,,,35.1622,126.6976,34,,,,
6101,2011-11-01,,송정1,,,35.1398,126.7934,22,,,,
6102,2011-11-01,,임곡,,,35.2196,126.7448,31,,,,
6102,2007-01-01,,HORSENS/BYGHOLM,,,55.8667,9.7833,22,,,,
6103,2011-11-01,,대촌,,,35.0814,126.8337,26,,,,
6104,2002-04-15,,BILLUND,,,55.7333,9.1667,75,,,,
6104,2011-11-01,,주월동,,,35.1319,126.8933,53,,,,
6105,2011-11-01,,산수2,,,35.1546,126.9361,78,,,,
6106,2011-11-01,,건국,,,35.2229,126.8816,39,,,,
6107,2011-11-01,,농성동,,,35.1566,126.8897,51,,,,
6108,2011-11-01,,유촌,,,35.1654,126.852,21,,,,
6108,2002-04-15,,VAMDRUP,,,55.4333,9.3333,44,,,,
6109,2007-01-01,,ASKOV,,,55.4667,9.1167,62,,,,
6109,2011-11-01,,서석동,,,35.1457,126.9234,67,,,,
6110,2002-04-15,,SKRYDSTRUP,,,55.2333,9.2667,43,,,,
6110,2011-11-01,,운암동,,,35.1774,126.8777,29,,,,
6111,2011-11-01,,두암동,,,35.1743,126.9326,74,,,,
6112,2011-11-01,,농성동,,,35.155,126.8885,47,,,,
6113,2011-11-01,,치평동,,,35.1513,126.8527,23,,,,
6115,2011-11-01,,주월동,,,35.1319,126.8933,56,,,,
6116,2011-11-01,,오선동,,,35.2057,126.8087,45,,,,
6117,2011-11-01,,건국동,,,35.230,126.8605,42,,,,
6118,2002-04-15,,SOENDERBORG,,,54.9667,9.7833,7,,,,
6118,2019-04-04,,광천동,광주광역시 서구,,35.1643,126.8803,29,,,,
6119,2002-04-15,,KEGNAES,,,54.850,9.9833,16,,,,
6119,2019-04-04,,서구치평동,광주광역시 서구,,35.150,126.8434,24,,,,
6120,2019-04-04,,화정3동,광주광역시 서구,,35.1435,126.8769,53,,,,
6120,2002-04-15,,오덴세,,,55.4833,10.3333,17,,,,
6121,2019-04-04,,서장동,광주광역시 서구,,35.1145,126.8304,23,,,,
6122,2019-04-04,,풍암동,광주광역시 서구,,35.1248,126.8787,63,,,,
6123,2007-01-01,,ASSENS/TOROE,,,55.250,9.8833,1,,,,
6123,2019-12-01,,노대동,,,35.0999,126.8969,74,,,,
6124,2019-12-01,,평동,,,35.1232,126.7687,14,,,,
6124,2002-04-15,,TAASINGE,,,55.0167,10.5667,6,,,,
6125,2020-11-13,,우산동,,,35.1575,126.8101,28,,,,
6126,2020-12-01,,일곡동,,,35.2181,126.8926,87,,,,
6126,2007-01-01,,AARSLEV,,,55.3167,10.4333,49,,,,
6127,2020-12-01,,유촌동(유덕),,,35.162,126.845,18,,,,
6135,2007-01-01,,FLAKKEBJERG,,,55.3167,11.3833,32,,,,
6136,2007-01-01,,TYSTOFTE,,,55.250,11.3333,12,,,,
6138,2002-04-15,,LANGOE,,,54.8167,11.000,2,,,,
6141,2002-04-15,,ABED,,,54.8333,11.3333,8,,,,
6147,2002-04-15,,VINDEBAEK KYST,,,54.8833,12.1833,3,,,,
6149,2002-04-15,,GEDSER ODDE,,,54.5667,11.9667,8,,,,
6150,2010-11-15,,용당,전라남도 영암군 삼호읍,,34.7493,126.3756,4.1,,,,
6151,2002-04-15,,OMOE,,,55.1667,11.1333,1,,,,
6151,2010-11-15,,서강,,,34.7413,127.7259,12.41,,,,
6152,2010-11-15,,삼일,,,34.8252,127.7313,47.71,,,,
6153,2010-11-15,,무안,전라남도 무안군 무안읍,,34.9905,126.4764,23,,,,
6154,2007-01-01,,BRANDELEV,,,55.200,11.850,45,,,,
6154,2010-11-15,,부흥,,,34.803,126.4369,16.11,,,,
6156,2002-04-15,,HOLBAEK,,,55.7333,11.600,12,,,,
6156,2010-11-15,,죽헌로,전라남도 화순군 한천면,,34.9779,126.9987,7,,,,
6157,2010-11-15,,돌정길,전라남도 화순군 춘양면,,34.9505,126.9598,7,,,,
6158,2010-11-15,,평지촌길,전라남도 화순군 청풍면,,34.8763,126.9703,7,,,,
6158,2007-01-01,,KALUNDBORG,,,55.6667,11.100,2,,,,
6158,2007-01-01,,KALUNDBORG,,,55.6667,11.100,2,,,,
6159,2002-04-15,,ROESNAES,,,55.750,10.8667,12,,,,
6159,2010-11-15,,이양로,전라남도 화순군 이양면,,34.8879,126.9886,7,,,,
6160,2010-11-15,,적벽로,전라남도 화순군 이서면,,35.1105,127.071,7,,,,
6161,2010-11-15,,학천길,전라남도 화순군 북면,,35.1681,127.1323,7,,,,
6162,2010-11-15,,석등길,전라남도 화순군 동복면,,35.0712,127.1291,10,,,,
6163,2010-11-15,,충의로,전라남도 화순군 동면,,35.0299,127.0385,7,,,,
6164,2010-11-15,,권동길,전라남도 화순군 도암면,,34.9378,126.8968,7,,,,
6165,2010-11-15,,효자길,전라남도 화순군 도곡면,,34.9962,126.9175,7,,,,
6166,2010-11-15,,죽수길,전라남도 화순군 능주면,,34.9897,126.9581,7,,,,
6167,2010-11-15,,사호로,전라남도 화순군 남면,,35.0073,127.0959,7,,,,
6168,2010-11-15,,우항,전라남도 해남군 황산면,,34.577,126.4365,0.6,,,,
6168,2002-04-15,,NAKKEHOVED,,,56.1167,12.350,37,,,,
6169,2010-11-15,,금평,전라남도 해남군 화원면,,34.6709,126.3277,1,,,,
6169,2002-04-15,,GNIBEN,,,56.0167,11.2833,13,,,,
6170,2010-11-15,,방축,전라남도 해남군 화산면,,34.4913,126.5152,0.5,,,,
6170,2002-04-15,,ROSKILDE/TUNE,,,55.5833,12.1333,45,,,,
6171,2010-11-15,,일평,전라남도 해남군 현산면,,34.4598,126.5536,0.5,,,,
6172,2010-11-15,,성내,전라남도 해남군 해남읍,,34.5734,126.5992,0.8,,,,
6173,2010-11-15,,영춘,전라남도 해남군 옥천면,,34.5675,126.6478,0.4,,,,
6174,2007-01-01,,KOEGE/HERFOELGE,,,55.400,12.150,21,,,,
6174,2010-11-15,,산정,전라남도 해남군 송지면,,34.3685,126.519,0.4,,,,
6175,2010-11-15,,평활,전라남도 해남군 삼산면,,34.5208,126.610,0.6,,,,
6176,2010-11-15,,초송,전라남도 해남군 산이면,,34.6445,126.4479,0.5,,,,
6177,2010-11-15,,남창,전라남도 해남군 북평면,,34.4081,126.6254,0.5,,,,
6178,2010-11-15,,신월,전라남도 해남군 북일면,,34.4642,126.6761,0.9,,,,
6179,2010-11-15,,동외,전라남도 해남군 문내면,,34.5967,126.314,0.4,,,,
6179,2002-04-15,,MOEN,,,54.950,12.5333,14,,,,
6180,2010-11-15,,화내,전라남도 해남군 마산면,,34.6217,126.5681,0.5,,,,
6180,2002-04-15,,코펜하겐,,,55.6167,12.650,5,,,,
6180,2002-04-15,,코펜하겐,,,55.6167,12.650,5,,,,
6181,2002-04-15,,KOEBENHAVN/JAEGERSBORG,,,55.750,12.5167,40,,,,
6181,2010-11-15,,성진,전라남도 해남군 계곡면,,34.6454,126.6596,0.5,,,,
6182,2010-11-15,,금덕,전라남도 함평군 해보면,,35.1806,126.6011,5,,,,
6183,2010-11-15,,함평,전라남도 함평군 함평읍,,35.0659,126.5167,15,,,,
6183,2002-04-15,,DROGDEN,,,55.5333,12.7167,0,,,,
6184,2010-11-15,,학교,전라남도 함평군 학교면,,35.0169,126.5375,5,,,,
6185,2010-11-15,,엄다,전라남도 함평군 엄다면,,35.0103,126.5159,5,,,,
6186,2010-11-15,,월암,전라남도 함평군 신광면,,35.1556,126.4978,5,,,,
6187,2010-11-15,,대전,전라남도 함평군 손불면,,35.1432,126.4317,5,,,,
6188,2007-01-01,,SJAELSMARK,,,55.8833,12.4167,40,,,,
6188,2010-11-15,,향교,전라남도 함평군 대동면,,35.0687,126.5315,5,,,,
6189,2010-11-15,,삼축,전라남도 함평군 나산면,,35.1139,126.6091,5,,,,
6190,2002-04-15,,ROENNE,,,55.0667,14.750,16,,,,
6190,2010-11-15,,성내,전라남도 진도군 진도읍,,34.4868,126.2635,16,,,,
6191,2010-11-15,,인지,전라남도 진도군 지산면,,34.4257,126.1673,8,,,,
6192,2010-11-15,,창유,전라남도 진도군 조도면,,34.2966,126.0475,8,,,,
6193,2002-04-15,,HAMMER ODDE,,,55.300,14.7833,11,,,,
6193,2010-11-15,,석교,전라남도 진도군 임회면,,34.4062,126.1898,8,,,,
6194,2010-11-15,,돈지,전라남도 진도군 의신면,,34.4393,126.2835,8,,,,
6195,2010-11-15,,분토,전라남도 진도군 군내면,,34.5125,126.292,8,,,,
6196,2010-11-15,,오산,전라남도 진도군 고군면,,34.4905,126.343,8,,,,
6197,2007-01-01,,NEXOE VEST,,,55.050,15.100,23,,,,
6197,2010-11-15,,회진,전라남도 장흥군 회진면,,34.4783,126.9396,7,,,,
6198,2010-11-15,,건산,전라남도 장흥군 장흥읍,,34.6822,126.9065,27,,,,
6199,2010-11-15,,용강,전라남도 장흥군 장평면,,34.7737,126.9748,159,,,,
6200,2010-11-15,,북교,전라남도 장흥군 장동면,,34.7506,126.9962,173,,,,
6201,2010-11-15,,유치,전라남도 장흥군 유치면,,34.8023,126.8389,85,,,,
6202,2010-11-15,,접정,전라남도 장흥군 용산면,,34.615,126.914,26,,,,
6203,2010-11-15,,운흥,전라남도 장흥군 안양면,,34.650,126.974,13,,,,
6204,2010-11-15,,유량,전라남도 장흥군 부산면,,34.7234,126.9035,38,,,,
6205,2010-11-15,,대덕,전라남도 장흥군 대덕읍,,34.4994,126.8882,15,,,,
6206,2010-11-15,,옥당,전라남도 장흥군 관산읍,,34.5616,126.9389,16,,,,
6207,2010-11-15,,월평,전라남도 장성군 황룡면,,35.2889,126.773,41,,,,
6208,2010-11-15,,선적,전라남도 장성군 진원면,,35.2732,126.8334,77,,,,
6209,2002-04-15,,IJMOND,,,52.4667,4.5167,,,,,
6209,2010-11-15,,영천1,전라남도 장성군 장성읍,,35.3032,126.7853,45,,,,
6211,2010-11-15,,장산,전라남도 장성군 서삼면,,35.3342,126.7671,52,,,,
6212,2010-11-15,,대곡,전라남도 장성군 삼서면,,35.2322,126.6464,52.1,,,,
6213,2010-11-15,,사창,전라남도 장성군 삼계면,,35.2596,126.6645,52,,,,
6214,2010-11-15,,약수,전라남도 장성군 북하면,,35.4074,126.8796,95,,,,
6215,2010-11-15,,신흥,전라남도 장성군 북일면,,35.3748,126.8073,69,,,,
6216,2010-11-15,,사거,전라남도 장성군 북이면,,35.4309,126.810,97,,,,
6217,2010-11-15,,구림,전라남도 장성군 동화면,,35.2843,126.7389,50,,,,
6218,2010-11-15,,분향,전라남도 장성군 남면,,35.2443,126.8122,36,,,,
6219,2010-11-15,,도청,전라남도 완도군 청산면,,34.1799,126.859,19.23,,,,
6220,2010-11-15,,군내,전라남도 완도군 완도읍,,34.311,126.755,16.92,,,,
6222,2010-11-15,,장용,전라남도 완도군 약산면,,34.3937,126.8982,15.65,,,,
6223,2010-11-15,,대곡,전라남도 완도군 신지면,,34.3348,126.8271,15.29,,,,
6224,2010-11-15,,비자,전라남도 완도군 소안면,,34.1748,126.651,14.27,,,,
6225,2010-11-15,,서성,전라남도 완도군 생일면,,34.3331,126.9975,7.64,,,,
6225,2002-04-15,,IJMUIDEN,,,52.4667,4.5833,4,,,,
6226,2010-11-15,,청별,전라남도 완도군 보길면,,34.1691,126.5676,13.53,,,,
6227,2010-11-15,,이포,전라남도 완도군 노화읍,,34.1779,126.5757,35.75,,,,
6228,2010-11-15,,화목,전라남도 완도군 금일읍,,34.3489,127.0295,5.57,,,,
6229,2010-11-15,,차우,전라남도 완도군 금당면,,34.4299,127.0712,23.91,,,,
6229,2002-04-15,,TEXELHORS WP,,,53.000,4.7167,0,,,,
6230,2010-11-15,,원동,전라남도 완도군 군외면,,34.3894,126.6474,5.37,,,,
6231,2010-11-15,,농상,전라남도 완도군 고금면,,34.395,126.8043,19.95,,,,
6232,2010-11-15,,독천,전라남도 영암군 학산면,,34.7262,126.5702,9.2,,,,
6233,2010-11-15,,동무,전라남도 영암군 영암읍,,34.8002,126.6968,18.8,,,,
6234,2010-11-15,,월평,전라남도 영암군 신북면,,34.8903,126.6926,9.2,,,,
6235,2010-11-15,,내동,전라남도 영암군 시종면,,34.8687,126.607,9.2,,,,
6235,2002-04-15,,DE KOOY,,,52.9167,4.7833,0,,,,
6236,2010-11-15,,작천,전라남도 영암군 서호면,,34.755,126.5849,9.2,,,,
6237,2010-11-15,,용앙,전라남도 영암군 삼호읍,,34.746,126.4692,9.2,,,,
6238,2010-11-15,,춘동,전라남도 영암군 미암면,,34.6993,126.5718,9.2,,,,
6239,2010-11-15,,구학,전라남도 영암군 도포면,,34.8452,126.6437,9.2,,,,
6240,2002-04-15,,암스테르담,,,52.300,4.7667,-4,,,,
6240,2010-11-15,,덕진,전라남도 영암군 덕진면,,34.8189,126.697,9.2,,,,
6240,2002-04-15,,암스테르담,,,52.300,4.7667,-4,,,,
6241,2010-11-15,,용흥,전라남도 영암군 금정면,,34.8631,126.749,9.2,,,,
6242,2002-04-15,,VLIELAND,,,53.250,4.9167,11,,,,
6242,2010-11-15,,월곡,전라남도 영암군 군서면,,34.7795,126.6504,9.2,,,,
6243,2010-11-15,,상하,전라남도 영광군 홍농읍,,35.3957,126.4453,36,,,,
6244,2010-11-15,,무령,전라남도 영광군 영광읍,,35.2772,126.512,41,,,,
6245,2010-11-15,,봉남,전라남도 영광군 염산면,,35.2179,126.3719,8,,,,
6246,2010-11-15,,안맹,전라남도 영광군 불갑면,,35.2088,126.5071,33,,,,
6247,2010-11-15,,법성,전라남도 영광군 법성면,,35.362,126.446,9,,,,
6248,2010-11-15,,천마,전라남도 영광군 백수읍,,35.2832,126.4208,19,,,,
6248,2002-04-15,,WIJDENES,,,52.6333,5.1667,1,,,,
6249,2002-04-15,,BERKENHOUT AWS,,,52.650,4.9833,-3,,,,
6249,2010-11-15,,영양,전라남도 영광군 묘량면,,35.2571,126.5431,36,,,,
6250,2010-11-15,,월산,전라남도 영광군 대마면,,35.3014,126.5775,36,,,,
6251,2010-11-15,,낙월,전라남도 영광군 낙월면,,35.2022,126.1377,7,,,,
6251,2002-04-15,,TERSCHELLING HOORN AWS,,,53.3833,5.350,1,,,,
6252,2010-11-15,,마읍,전라남도 영광군 군서면,,35.2579,126.475,16,,,,
6252,2002-04-15,,K13-A,,,53.2167,3.2167,,,,,
6253,2010-11-15,,포천,전라남도 영광군 군남면,,35.2398,126.4527,13,,,,
6254,2010-11-15,,백야,전라남도 여수시 화정면,,34.621,127.6394,15.04,,,,
6255,2010-11-15,,나진,전라남도 여수시 화양면,,34.7081,127.6135,9.05,,,,
6255,2002-04-15,,NOORDELIJKE ZEERAAF,,,61.2333,1.150,,,,,
6256,2010-11-15,,학동,,,34.7636,127.6655,8.76,,,,
6257,2010-11-15,,조화,전라남도 여수시 율촌면,,34.882,127.5787,8.05,,,,
6257,2002-04-15,,WIJK AAN ZEE,,,52.500,4.600,10,,,,
6258,2010-11-15,,덕양,전라남도 여수시 소라면,,34.7927,127.6325,10.62,,,,
6258,2007-01-01,,HOUTRIBDIJK,,,52.650,5.400,7,,,,
6259,2010-11-15,,거문,전라남도 여수시 삼산면,,34.0258,127.3119,10.24,,,,
6260,2010-11-15,,군내,전라남도 여수시 돌산읍,,34.6174,127.7219,20.59,,,,
6260,2002-04-15,,드빌트,,,52.100,5.1833,2,,,,
